transaction_id,vin,fuel_liters,odometer_reading,timestamp
TXN3226,VIN0013,110.27,18102.4,2026-01-21 00:00:00
TXN4389,VIN0013,105.04,18593.2,2026-01-22 00:00:00
TXN6638,VIN0013,97.91,19173.4,2026-01-23 00:00:00
TXN3327,VIN0013,106.07,19747.67,2026-01-24 00:00:00
TXN2409,VIN0013,56.08,20269.25,2026-01-25 00:00:00
TXN2014,VIN0013,113.38,20848.68,2026-01-26 00:00:00
TXN2161,VIN0013,112.45,21236.12,2026-01-27 00:00:00
TXN9843,VIN0013,118.83,21608.2,2026-01-28 00:00:00
TXN4148,VIN0013,72.12,22150.24,2026-01-29 00:00:00
TXN1490,VIN0013,42.7,22709.87,2026-01-30 00:00:00
TXN8796,VIN0014,48.45,10200.21,2026-01-01 00:00:00
TXN9590,VIN0014,44.63,10479.47,2026-01-02 00:00:00
TXN3281,VIN0014,66.91,10755.85,2026-01-03 00:00:00
TXN8969,VIN0014,92.81,11139.82,2026-01-04 00:00:00
TXN9928,VIN0014,89.68,11560.5,2026-01-05 00:00:00
TXN4399,VIN0014,77.66,11888.29,2026-01-06 00:00:00
TXN6650,VIN0014,100.47,12445.57,2026-01-07 00:00:00
TXN1920,VIN0014,102.97,12777.37,2026-01-08 00:00:00
TXN6952,VIN0014,78.66,13011.07,2026-01-09 00:00:00
TXN8556,VIN0014,52.97,13566.5,2026-01-10 00:00:00
TXN2482,VIN0014,62.52,13780.23,2026-01-11 00:00:00
TXN8141,VIN0014,99.74,14093.76,2026-01-12 00:00:00
TXN4728,VIN0014,46.32,14551.36,2026-01-13 00:00:00
TXN1654,VIN0014,105.3,15052.25,2026-01-14 00:00:00
TXN3802,VIN0014,40.25,15447.75,2026-01-15 00:00:00
TXN5761,VIN0014,76.57,15696.09,2026-01-16 00:00:00
TXN9980,VIN0014,70.28,16033.41,2026-01-17 00:00:00
TXN7418,VIN0014,91.49,16240.76,2026-01-18 00:00:00
TXN5266,VIN0014,65.2,16809.94,2026-01-19 00:00:00
TXN5736,VIN0014,52.25,17059.1,2026-01-20 00:00:00
TXN6807,VIN0014,86.69,17635.79,2026-01-21 00:00:00
TXN7192,VIN0014,114.88,18215.52,2026-01-22 00:00:00
TXN3497,VIN0014,57.84,18811.29,2026-01-23 00:00:00
TXN5557,VIN0014,96.89,19345.3,2026-01-24 00:00:00
TXN7615,VIN0014,58.99,19778.69,2026-01-25 00:00:00
TXN1092,VIN0014,52.44,20228.87,2026-01-26 00:00:00
TXN7218,VIN0014,44.27,20707.38,2026-01-27 00:00:00
TXN5723,VIN0014,71.29,21160.71,2026-01-28 00:00:00
TXN9865,VIN0014,66.68,21531.81,2026-01-29 00:00:00
TXN1193,VIN0014,49.34,21942.31,2026-01-30 00:00:00
TXN5300,VIN0015,116.72,10206.9,2026-01-01 00:00:00
TXN5079,VIN0015,117.87,10707.08,2026-01-02 00:00:00
TXN1202,VIN0015,50.06,11050.11,2026-01-03 00:00:00
TXN9776,VIN0015,86.39,11497.01,2026-01-04 00:00:00
TXN8711,VIN0015,112.16,11749.33,2026-01-05 00:00:00
TXN5021,VIN0015,45.06,12347.6,2026-01-06 00:00:00
TXN5868,VIN0015,54.76,12616.23,2026-01-07 00:00:00
TXN5337,VIN0015,68.09,12909.69,2026-01-08 00:00:00
TXN7044,VIN0015,86.78,13387.96,2026-01-09 00:00:00
TXN1907,VIN0015,45.12,13734.78,2026-01-10 00:00:00
TXN8517,VIN0015,68.83,14109.36,2026-01-11 00:00:00
TXN6910,VIN0015,77.6,14459.21,2026-01-12 00:00:00
TXN7135,VIN0015,67.38,14739.96,2026-01-13 00:00:00
TXN2621,VIN0015,78.83,15289.24,2026-01-14 00:00:00
TXN7746,VIN0015,46.92,15499.99,2026-01-15 00:00:00
TXN9219,VIN0015,76.46,15809.36,2026-01-16 00:00:00
TXN1724,VIN0015,103.94,16014.94,2026-01-17 00:00:00
TXN9917,VIN0015,99.19,16568.17,2026-01-18 00:00:00
TXN6310,VIN0015,95.7,17122.07,2026-01-19 00:00:00
TXN9134,VIN0015,65.9,17633.85,2026-01-20 00:00:00
TXN4551,VIN0015,91.15,17833.89,2026-01-21 00:00:00
TXN9741,VIN0015,64.66,18238.64,2026-01-22 00:00:00
TXN8597,VIN0015,119.13,18751.6,2026-01-23 00:00:00
TXN5300,VIN0015,85.3,18979.41,2026-01-24 00:00:00
TXN8387,VIN0015,79.73,19553.14,2026-01-25 00:00:00
TXN5720,VIN0015,82.78,19942.61,2026-01-26 00:00:00
TXN1902,VIN0015,44.3,20519.02,2026-01-27 00:00:00
TXN1743,VIN0015,65.79,20768.87,2026-01-28 00:00:00
TXN5132,VIN0015,44.03,21281.35,2026-01-29 00:00:00
TXN8900,VIN0015,78.03,21523.13,2026-01-30 00:00:00
TXN5166,VIN0016,86.44,10326.64,2026-01-01 00:00:00
TXN3416,VIN0016,82.15,10611.05,2026-01-02 00:00:00
TXN9916,VIN0016,41.89,11124.58,2026-01-03 00:00:00
TXN2718,VIN0016,56.68,11531.58,2026-01-04 00:00:00
TXN2772,VIN0016,54.41,11972.67,2026-01-05 00:00:00
TXN3040,VIN0016,40.88,12286.93,2026-01-06 00:00:00
TXN3081,VIN0016,79.96,12839.96,2026-01-07 00:00:00
TXN7236,VIN0016,53.53,13115.09,2026-01-08 00:00:00
TXN3954,VIN0016,92.55,13588.05,2026-01-09 00:00:00
TXN9373,VIN0016,95.85,13864.22,2026-01-10 00:00:00
TXN1718,VIN0016,94.38,14218.31,2026-01-11 00:00:00
TXN8664,VIN0016,94.31,14815.86,2026-01-12 00:00:00
TXN1059,VIN0016,52.26,15361.75,2026-01-13 00:00:00
TXN9876,VIN0016,51.85,15946.38,2026-01-14 00:00:00
TXN8401,VIN0016,58.49,16412.25,2026-01-15 00:00:00
TXN9204,VIN0016,109.83,16996.63,2026-01-16 00:00:00
TXN1052,VIN0016,60.88,17306.59,2026-01-17 00:00:00
TXN8450,VIN0016,105.57,17780.3,2026-01-18 00:00:00
TXN3119,VIN0016,78.38,18272.14,2026-01-19 00:00:00
TXN1097,VIN0016,62.92,18540.17,2026-01-20 00:00:00
TXN6124,VIN0016,76.67,18898.98,2026-01-21 00:00:00
TXN1166,VIN0016,105.54,19224.16,2026-01-22 00:00:00
TXN9203,VIN0016,67.85,19675.38,2026-01-23 00:00:00
TXN7471,VIN0016,57.24,20055.21,2026-01-24 00:00:00
TXN6745,VIN0016,44.49,20342.79,2026-01-25 00:00:00
TXN8246,VIN0016,76.37,20867.84,2026-01-26 00:00:00
TXN2740,VIN0016,41.09,21235.73,2026-01-27 00:00:00
TXN2035,VIN0016,59.77,21550.63,2026-01-28 00:00:00
TXN8809,VIN0016,91.94,21754.14,2026-01-29 00:00:00
TXN7549,VIN0016,70.39,22053.84,2026-01-30 00:00:00
TXN1436,VIN0017,100.61,10452.02,2026-01-01 00:00:00
TXN7746,VIN0017,109.8,10788.93,2026-01-02 00:00:00
TXN6651,VIN0017,75.28,11175.49,2026-01-03 00:00:00
TXN9129,VIN0017,118.03,11760.65,2026-01-04 00:00:00
TXN9242,VIN0017,44.1,12327.09,2026-01-05 00:00:00
TXN2158,VIN0017,106.24,12899.92,2026-01-06 00:00:00
TXN9071,VIN0017,47.22,13306.6,2026-01-07 00:00:00
TXN6420,VIN0017,97.47,13760.76,2026-01-08 00:00:00
TXN5802,VIN0017,48.07,14300.2,2026-01-09 00:00:00
TXN8642,VIN0017,60.17,14511.56,2026-01-10 00:00:00
TXN6237,VIN0017,117.06,14920.85,2026-01-11 00:00:00
TXN6670,VIN0017,108.21,15511.0,2026-01-12 00:00:00
TXN4389,VIN0017,103.77,16077.74,2026-01-13 00:00:00
TXN7052,VIN0017,61.47,16328.51,2026-01-14 00:00:00
TXN7612,VIN0017,105.25,16748.18,2026-01-15 00:00:00
TXN1472,VIN0017,110.63,17187.77,2026-01-16 00:00:00
TXN1237,VIN0017,60.77,17700.29,2026-01-17 00:00:00
TXN3892,VIN0017,79.29,18044.95,2026-01-18 00:00:00
TXN4192,VIN0017,91.17,18566.23,2026-01-19 00:00:00
TXN3186,VIN0017,59.47,18915.13,2026-01-20 00:00:00
TXN5797,VIN0017,57.79,19211.01,2026-01-21 00:00:00
TXN3435,VIN0017,92.49,19737.36,2026-01-22 00:00:00
TXN7183,VIN0017,82.14,19982.68,2026-01-23 00:00:00
TXN6559,VIN0017,87.7,20198.32,2026-01-24 00:00:00
TXN1331,VIN0017,44.13,20722.96,2026-01-25 00:00:00
TXN3286,VIN0017,97.12,21032.12,2026-01-26 00:00:00
TXN9723,VIN0017,119.74,21354.51,2026-01-27 00:00:00
TXN8121,VIN0017,114.51,21789.56,2026-01-28 00:00:00
TXN8449,VIN0017,44.99,22321.25,2026-01-29 00:00:00
TXN5418,VIN0017,53.72,22701.96,2026-01-30 00:00:00
TXN2752,VIN0018,117.8,10506.2,2026-01-01 00:00:00
TXN4649,VIN0018,41.5,10779.82,2026-01-02 00:00:00
TXN1097,VIN0018,82.13,11133.65,2026-01-03 00:00:00
TXN2526,VIN0018,53.71,11581.98,2026-01-04 00:00:00
TXN4968,VIN0018,41.74,12058.0,2026-01-05 00:00:00
TXN8618,VIN0018,46.39,12307.59,2026-01-06 00:00:00
TXN7688,VIN0018,74.81,12555.4,2026-01-07 00:00:00
TXN7546,VIN0018,92.74,13048.03,2026-01-08 00:00:00
TXN8288,VIN0018,82.84,13427.79,2026-01-09 00:00:00
TXN9276,VIN0018,54.82,13714.92,2026-01-10 00:00:00
TXN9930,VIN0018,41.34,14228.65,2026-01-11 00:00:00
TXN8810,VIN0018,113.85,14783.89,2026-01-12 00:00:00
TXN5568,VIN0018,65.76,15291.71,2026-01-13 00:00:00
TXN6798,VIN0018,47.74,15625.95,2026-01-14 00:00:00
TXN1140,VIN0018,79.08,15900.74,2026-01-15 00:00:00
TXN3625,VIN0018,80.27,16459.07,2026-01-16 00:00:00
TXN8044,VIN0018,67.63,17026.06,2026-01-17 00:00:00
TXN3835,VIN0018,54.39,17569.74,2026-01-18 00:00:00
TXN6795,VIN0018,86.35,17908.44,2026-01-19 00:00:00
TXN6991,VIN0018,107.19,18184.01,2026-01-20 00:00:00
TXN3598,VIN0018,69.75,18479.08,2026-01-21 00:00:00
TXN4702,VIN0018,88.31,18963.35,2026-01-22 00:00:00
TXN3097,VIN0018,77.25,19290.83,2026-01-23 00:00:00
TXN8578,VIN0018,60.02,19701.89,2026-01-24 00:00:00
TXN7566,VIN0018,103.86,20293.91,2026-01-25 00:00:00
TXN8553,VIN0018,61.46,20505.91,2026-01-26 00:00:00
TXN2509,VIN0018,118.94,20863.19,2026-01-27 00:00:00
TXN4965,VIN0018,48.41,21367.39,2026-01-28 00:00:00
TXN5101,VIN0018,79.92,21684.89,2026-01-29 00:00:00
TXN7654,VIN0018,112.93,22206.22,2026-01-30 00:00:00
TXN2256,VIN0019,96.33,10574.0,2026-01-01 00:00:00
TXN3422,VIN0019,79.44,11159.65,2026-01-02 00:00:00
TXN4612,VIN0019,102.11,11461.62,2026-01-03 00:00:00
TXN9363,VIN0019,90.75,12012.59,2026-01-04 00:00:00
TXN7746,VIN0019,82.84,12253.64,2026-01-05 00:00:00
TXN9984,VIN0019,64.68,12572.49,2026-01-06 00:00:00
TXN9562,VIN0019,79.44,12970.13,2026-01-07 00:00:00
TXN2495,VIN0019,79.82,13328.08,2026-01-08 00:00:00
TXN3720,VIN0019,80.65,13786.0,2026-01-09 00:00:00
TXN9754,VIN0019,100.91,14294.15,2026-01-10 00:00:00
TXN4591,VIN0019,109.07,14628.41,2026-01-11 00:00:00
TXN3038,VIN0019,57.79,15044.07,2026-01-12 00:00:00
TXN4410,VIN0019,99.9,15249.89,2026-01-13 00:00:00
TXN2364,VIN0019,108.43,15657.98,2026-01-14 00:00:00
TXN1430,VIN0019,105.7,16195.0,2026-01-15 00:00:00
TXN9801,VIN0019,72.09,16765.43,2026-01-16 00:00:00
TXN1048,VIN0019,112.09,17172.75,2026-01-17 00:00:00
TXN6388,VIN0019,68.85,17601.26,2026-01-18 00:00:00
TXN6251,VIN0019,105.05,18052.34,2026-01-19 00:00:00
TXN1932,VIN0019,81.98,18470.13,2026-01-20 00:00:00
TXN1215,VIN0019,73.43,18938.73,2026-01-21 00:00:00
TXN9121,VIN0019,91.74,19520.9,2026-01-22 00:00:00
TXN6378,VIN0019,98.42,19875.49,2026-01-23 00:00:00
TXN5074,VIN0019,104.16,20467.32,2026-01-24 00:00:00
TXN1950,VIN0019,62.91,20772.28,2026-01-25 00:00:00
TXN7068,VIN0019,105.25,21274.08,2026-01-26 00:00:00
TXN7397,VIN0019,89.79,21720.07,2026-01-27 00:00:00
TXN7716,VIN0019,54.42,22000.09,2026-01-28 00:00:00
TXN8434,VIN0019,118.31,22350.65,2026-01-29 00:00:00
TXN4614,VIN0019,90.48,22929.91,2026-01-30 00:00:00
TXN3576,VIN0020,111.17,10334.32,2026-01-01 00:00:00
TXN1188,VIN0020,113.59,10648.15,2026-01-02 00:00:00
TXN1595,VIN0020,119.26,10969.88,2026-01-03 00:00:00
TXN3385,VIN0020,103.95,11410.86,2026-01-04 00:00:00
TXN2915,VIN0020,43.46,11830.86,2026-01-05 00:00:00
TXN1567,VIN0020,62.64,12188.9,2026-01-06 00:00:00
TXN4048,VIN0020,66.72,12426.33,2026-01-07 00:00:00
TXN6779,VIN0020,104.59,12961.78,2026-01-08 00:00:00
TXN5492,VIN0020,66.91,13179.82,2026-01-09 00:00:00
TXN3010,VIN0020,61.2,13652.89,2026-01-10 00:00:00
TXN8869,VIN0020,72.57,14227.79,2026-01-11 00:00:00
TXN9036,VIN0020,49.45,14506.25,2026-01-12 00:00:00
TXN2194,VIN0020,68.56,14801.66,2026-01-13 00:00:00
TXN8957,VIN0020,99.31,15308.74,2026-01-14 00:00:00
TXN5246,VIN0020,50.39,15699.54,2026-01-15 00:00:00
TXN4401,VIN0020,55.33,16065.05,2026-01-16 00:00:00
TXN4587,VIN0020,69.6,16632.43,2026-01-17 00:00:00
TXN5557,VIN0020,52.25,16842.55,2026-01-18 00:00:00
TXN5953,VIN0020,91.42,17060.37,2026-01-19 00:00:00
TXN3335,VIN0020,63.89,17414.84,2026-01-20 00:00:00
TXN4187,VIN0020,98.47,17645.87,2026-01-21 00:00:00
TXN7913,VIN0020,61.47,18024.52,2026-01-22 00:00:00
TXN6700,VIN0020,86.64,18557.73,2026-01-23 00:00:00
TXN3243,VIN0020,89.58,18789.41,2026-01-24 00:00:00
TXN2134,VIN0020,74.86,19247.5,2026-01-25 00:00:00
TXN1663,VIN0020,54.94,19815.55,2026-01-26 00:00:00
TXN9258,VIN0020,52.38,20109.84,2026-01-27 00:00:00
TXN1095,VIN0020,109.76,20607.62,2026-01-28 00:00:00
TXN7132,VIN0020,76.9,21113.6,2026-01-29 00:00:00
TXN9603,VIN0020,97.05,21593.88,2026-01-30 00:00:00
TXN5026,VIN0021,108.76,10388.35,2026-01-01 00:00:00
TXN8897,VIN0021,98.2,10866.43,2026-01-02 00:00:00
TXN1132,VIN0021,100.41,11175.65,2026-01-03 00:00:00
TXN1689,VIN0021,58.1,11574.38,2026-01-04 00:00:00
TXN4786,VIN0021,76.09,11906.73,2026-01-05 00:00:00
TXN7209,VIN0021,97.57,12265.22,2026-01-06 00:00:00
TXN4846,VIN0021,69.84,12710.14,2026-01-07 00:00:00
TXN9103,VIN0021,93.81,12923.02,2026-01-08 00:00:00
TXN4610,VIN0021,57.4,13434.06,2026-01-09 00:00:00
TXN8885,VIN0021,40.02,13920.08,2026-01-10 00:00:00
TXN7697,VIN0021,56.87,14384.79,2026-01-11 00:00:00
TXN4291,VIN0021,71.9,14880.49,2026-01-12 00:00:00
TXN3610,VIN0021,55.71,15166.23,2026-01-13 00:00:00
TXN8514,VIN0021,44.44,15379.14,2026-01-14 00:00:00
TXN9089,VIN0021,93.89,15818.65,2026-01-15 00:00:00
TXN3018,VIN0021,65.13,16027.92,2026-01-16 00:00:00
TXN2124,VIN0021,103.24,16436.26,2026-01-17 00:00:00
TXN5068,VIN0021,75.91,16814.4,2026-01-18 00:00:00
TXN4013,VIN0021,43.06,17142.01,2026-01-19 00:00:00
TXN6545,VIN0021,89.71,17662.24,2026-01-20 00:00:00
TXN5104,VIN0021,63.23,18255.55,2026-01-21 00:00:00
TXN2315,VIN0021,60.4,18596.31,2026-01-22 00:00:00
TXN5161,VIN0021,73.1,19071.7,2026-01-23 00:00:00
TXN2452,VIN0021,70.68,19279.57,2026-01-24 00:00:00
TXN2472,VIN0021,92.07,19874.52,2026-01-25 00:00:00
TXN8899,VIN0021,51.04,20198.93,2026-01-26 00:00:00
TXN6093,VIN0021,52.16,20525.22,2026-01-27 00:00:00
TXN3190,VIN0021,52.27,21043.76,2026-01-28 00:00:00
TXN5384,VIN0021,118.58,21638.81,2026-01-29 00:00:00
TXN7494,VIN0021,84.65,22189.58,2026-01-30 00:00:00
TXN8196,VIN0022,40.4,10486.75,2026-01-01 00:00:00
TXN2590,VIN0022,80.29,11033.44,2026-01-02 00:00:00
TXN6274,VIN0022,72.77,11556.48,2026-01-03 00:00:00
TXN3773,VIN0022,48.51,12059.75,2026-01-04 00:00:00
TXN5401,VIN0022,55.46,12525.19,2026-01-05 00:00:00
TXN9885,VIN0022,115.08,12978.36,2026-01-06 00:00:00
TXN8043,VIN0022,76.13,13472.63,2026-01-07 00:00:00
TXN9116,VIN0022,93.34,13897.49,2026-01-08 00:00:00
TXN8801,VIN0022,60.58,14378.37,2026-01-09 00:00:00
TXN2502,VIN0022,81.65,14722.39,2026-01-10 00:00:00
TXN7202,VIN0022,88.32,14989.94,2026-01-11 00:00:00
TXN2149,VIN0022,80.2,15392.29,2026-01-12 00:00:00
TXN6308,VIN0022,53.29,15956.16,2026-01-13 00:00:00
TXN3925,VIN0022,77.93,16338.28,2026-01-14 00:00:00
TXN2618,VIN0022,111.92,16904.65,2026-01-15 00:00:00
TXN6725,VIN0022,113.53,17167.95,2026-01-16 00:00:00
TXN1916,VIN0022,53.92,17695.86,2026-01-17 00:00:00
TXN9067,VIN0022,92.01,18156.86,2026-01-18 00:00:00
TXN9246,VIN0022,55.61,18604.99,2026-01-19 00:00:00
TXN8380,VIN0022,117.12,18946.19,2026-01-20 00:00:00
TXN4268,VIN0022,88.67,19377.32,2026-01-21 00:00:00
TXN7891,VIN0022,60.61,19858.25,2026-01-22 00:00:00
TXN8293,VIN0022,70.61,20181.14,2026-01-23 00:00:00
TXN1550,VIN0022,112.91,20667.29,2026-01-24 00:00:00
TXN6034,VIN0022,89.8,20875.75,2026-01-25 00:00:00
TXN4226,VIN0022,114.53,21192.18,2026-01-26 00:00:00
TXN7707,VIN0022,90.39,21790.71,2026-01-27 00:00:00
TXN9627,VIN0022,81.47,22385.04,2026-01-28 00:00:00
TXN2647,VIN0022,60.17,22846.03,2026-01-29 00:00:00
TXN6466,VIN0022,67.94,23192.0,2026-01-30 00:00:00
TXN6381,VIN0023,56.67,10584.12,2026-01-01 00:00:00
TXN2563,VIN0023,57.98,11061.24,2026-01-02 00:00:00
TXN3399,VIN0023,99.97,11399.07,2026-01-03 00:00:00
TXN8912,VIN0023,72.91,11827.88,2026-01-04 00:00:00
TXN3321,VIN0023,87.5,12168.0,2026-01-05 00:00:00
TXN8849,VIN0023,100.13,12633.23,2026-01-06 00:00:00
TXN3422,VIN0023,79.17,13046.55,2026-01-07 00:00:00
TXN1619,VIN0023,83.08,13589.6,2026-01-08 00:00:00
TXN3901,VIN0023,83.99,13966.02,2026-01-09 00:00:00
TXN1104,VIN0023,90.81,14371.14,2026-01-10 00:00:00
TXN4099,VIN0023,76.3,14913.13,2026-01-11 00:00:00
TXN9598,VIN0023,94.1,15256.96,2026-01-12 00:00:00
TXN5894,VIN0023,78.68,15505.9,2026-01-13 00:00:00
TXN7263,VIN0023,44.25,15859.93,2026-01-14 00:00:00
TXN5401,VIN0023,87.77,16243.44,2026-01-15 00:00:00
TXN1045,VIN0023,52.97,16495.83,2026-01-16 00:00:00
TXN5737,VIN0023,114.0,16855.48,2026-01-17 00:00:00
TXN5369,VIN0023,91.28,17377.87,2026-01-18 00:00:00
TXN1020,VIN0023,71.27,17929.7,2026-01-19 00:00:00
TXN3145,VIN0023,73.32,18264.48,2026-01-20 00:00:00
TXN2885,VIN0023,49.11,18710.1,2026-01-21 00:00:00
TXN3577,VIN0023,92.45,19263.25,2026-01-22 00:00:00
TXN4948,VIN0023,56.69,19759.33,2026-01-23 00:00:00
TXN6625,VIN0023,97.24,20000.51,2026-01-24 00:00:00
TXN6100,VIN0023,71.1,20327.39,2026-01-25 00:00:00
TXN5377,VIN0023,87.98,20620.66,2026-01-26 00:00:00
TXN5496,VIN0023,99.04,20921.12,2026-01-27 00:00:00
TXN7647,VIN0023,86.24,21271.36,2026-01-28 00:00:00
TXN7539,VIN0023,49.34,21519.43,2026-01-29 00:00:00
TXN9266,VIN0023,60.87,21849.8,2026-01-30 00:00:00
TXN5732,VIN0024,108.69,10533.14,2026-01-01 00:00:00
TXN2325,VIN0024,102.61,10921.12,2026-01-02 00:00:00
TXN2218,VIN0024,100.13,11194.49,2026-01-03 00:00:00
TXN4506,VIN0024,53.31,11471.18,2026-01-04 00:00:00
TXN8676,VIN0024,82.57,11777.88,2026-01-05 00:00:00
TXN5536,VIN0024,79.53,12366.07,2026-01-06 00:00:00
TXN9457,VIN0024,62.59,12700.54,2026-01-07 00:00:00
TXN7863,VIN0024,80.7,12935.96,2026-01-08 00:00:00
TXN7965,VIN0024,55.19,13363.89,2026-01-09 00:00:00
TXN1154,VIN0024,66.72,13869.83,2026-01-10 00:00:00
TXN7660,VIN0024,48.32,14331.36,2026-01-11 00:00:00
TXN1724,VIN0024,44.52,14779.9,2026-01-12 00:00:00
TXN3571,VIN0024,107.37,15216.06,2026-01-13 00:00:00
TXN8536,VIN0024,106.82,15466.64,2026-01-14 00:00:00
TXN7570,VIN0024,112.26,15806.55,2026-01-15 00:00:00
TXN9110,VIN0024,101.78,16232.86,2026-01-16 00:00:00
TXN1049,VIN0024,87.56,16789.17,2026-01-17 00:00:00
TXN4091,VIN0024,46.01,17184.1,2026-01-18 00:00:00
TXN2591,VIN0024,115.74,17751.17,2026-01-19 00:00:00
TXN3199,VIN0024,71.31,18001.79,2026-01-20 00:00:00
TXN6112,VIN0024,47.37,18550.2,2026-01-21 00:00:00
TXN3288,VIN0024,86.07,19042.3,2026-01-22 00:00:00
TXN9125,VIN0024,86.94,19437.94,2026-01-23 00:00:00
TXN3444,VIN0024,43.02,19717.66,2026-01-24 00:00:00
TXN8620,VIN0024,49.89,20280.83,2026-01-25 00:00:00
TXN8180,VIN0024,53.89,20492.92,2026-01-26 00:00:00
TXN1984,VIN0024,77.03,20975.97,2026-01-27 00:00:00
TXN5643,VIN0024,116.14,21384.6,2026-01-28 00:00:00
TXN4618,VIN0024,75.09,21881.33,2026-01-29 00:00:00
TXN8750,VIN0024,46.65,22126.11,2026-01-30 00:00:00
TXN3777,VIN0025,73.03,10263.66,2026-01-01 00:00:00
TXN5629,VIN0025,78.01,10600.31,2026-01-02 00:00:00
TXN6561,VIN0025,68.14,11116.78,2026-01-03 00:00:00
TXN7229,VIN0025,113.01,11383.21,2026-01-04 00:00:00
TXN3862,VIN0025,68.83,11614.11,2026-01-05 00:00:00
TXN3915,VIN0025,100.42,12042.86,2026-01-06 00:00:00
TXN6182,VIN0025,79.44,12381.25,2026-01-07 00:00:00
TXN5210,VIN0025,45.91,12810.69,2026-01-08 00:00:00
TXN8631,VIN0025,102.62,13226.02,2026-01-09 00:00:00
TXN2346,VIN0025,48.85,13715.08,2026-01-10 00:00:00
TXN6073,VIN0025,77.69,14268.67,2026-01-11 00:00:00
TXN6283,VIN0025,96.94,14569.52,2026-01-12 00:00:00
TXN2911,VIN0025,66.47,15045.17,2026-01-13 00:00:00
TXN2658,VIN0025,71.46,15360.03,2026-01-14 00:00:00
TXN5788,VIN0025,78.1,15864.17,2026-01-15 00:00:00
TXN8773,VIN0025,51.05,16203.88,2026-01-16 00:00:00
TXN6983,VIN0025,117.27,16435.23,2026-01-17 00:00:00
TXN5122,VIN0025,71.73,16686.53,2026-01-18 00:00:00
TXN8751,VIN0025,48.93,17146.85,2026-01-19 00:00:00
TXN2793,VIN0025,88.14,17662.56,2026-01-20 00:00:00
TXN2490,VIN0025,47.63,18207.09,2026-01-21 00:00:00
TXN8821,VIN0025,57.95,18620.69,2026-01-22 00:00:00
TXN8723,VIN0025,119.23,19080.41,2026-01-23 00:00:00
TXN1544,VIN0025,82.29,19612.46,2026-01-24 00:00:00
TXN1242,VIN0025,80.84,19924.62,2026-01-25 00:00:00
TXN9452,VIN0025,49.64,20310.52,2026-01-26 00:00:00
TXN3889,VIN0025,102.6,20885.31,2026-01-27 00:00:00
TXN1324,VIN0025,66.96,21303.57,2026-01-28 00:00:00
TXN8181,VIN0025,117.26,21897.91,2026-01-29 00:00:00
TXN2689,VIN0025,88.99,22420.49,2026-01-30 00:00:00
TXN9841,VIN0026,54.04,10465.33,2026-01-01 00:00:00
TXN4244,VIN0026,68.59,10987.87,2026-01-02 00:00:00
TXN7735,VIN0026,81.36,11279.39,2026-01-03 00:00:00
TXN4043,VIN0026,101.01,11836.36,2026-01-04 00:00:00
TXN2593,VIN0026,46.39,12217.42,2026-01-05 00:00:00
TXN9662,VIN0026,40.79,12634.69,2026-01-06 00:00:00
TXN6520,VIN0026,83.65,13155.02,2026-01-07 00:00:00
TXN1615,VIN0026,57.5,13378.39,2026-01-08 00:00:00
TXN5120,VIN0026,60.15,13799.32,2026-01-09 00:00:00
TXN5734,VIN0026,88.88,14273.35,2026-01-10 00:00:00
TXN3663,VIN0026,56.33,14568.82,2026-01-11 00:00:00
TXN1577,VIN0026,63.48,14790.83,2026-01-12 00:00:00
TXN5050,VIN0026,73.26,14994.38,2026-01-13 00:00:00
TXN1555,VIN0026,40.26,15383.61,2026-01-14 00:00:00
TXN1328,VIN0026,77.93,15910.48,2026-01-15 00:00:00
TXN1850,VIN0026,115.28,16348.33,2026-01-16 00:00:00
TXN7353,VIN0026,67.81,16839.71,2026-01-17 00:00:00
TXN8405,VIN0026,82.28,17062.32,2026-01-18 00:00:00
TXN7535,VIN0026,48.01,17469.32,2026-01-19 00:00:00
TXN6301,VIN0026,91.21,17844.95,2026-01-20 00:00:00
TXN6384,VIN0026,101.02,18381.92,2026-01-21 00:00:00
TXN6034,VIN0026,108.61,18725.88,2026-01-22 00:00:00
TXN6053,VIN0026,54.96,19255.14,2026-01-23 00:00:00
TXN9255,VIN0026,115.28,19732.03,2026-01-24 00:00:00
TXN6922,VIN0026,93.0,20244.79,2026-01-25 00:00:00
TXN9831,VIN0026,113.22,20643.52,2026-01-26 00:00:00
TXN8320,VIN0026,109.02,21075.66,2026-01-27 00:00:00
TXN6063,VIN0026,103.9,21535.95,2026-01-28 00:00:00
TXN3686,VIN0026,101.2,21878.13,2026-01-29 00:00:00
TXN6252,VIN0026,102.4,22212.27,2026-01-30 00:00:00
TXN3898,VIN0027,94.47,10325.44,2026-01-01 00:00:00
TXN7788,VIN0027,74.16,10738.48,2026-01-02 00:00:00
TXN5928,VIN0027,93.76,11336.05,2026-01-03 00:00:00
TXN5015,VIN0027,49.87,11720.95,2026-01-04 00:00:00
TXN7653,VIN0027,108.73,12122.25,2026-01-05 00:00:00
TXN4803,VIN0027,40.08,12411.15,2026-01-06 00:00:00
TXN9161,VIN0027,116.12,12706.99,2026-01-07 00:00:00
TXN3690,VIN0027,80.85,12930.8,2026-01-08 00:00:00
TXN9514,VIN0027,113.81,13486.46,2026-01-09 00:00:00
TXN3638,VIN0027,49.17,13947.24,2026-01-10 00:00:00
